CID1,CGL1,CID2,CGL2,eng,rus,cmn,yue,ara,spa,pol,fra,est,fin,mean
939,HORN (INSTRUMENT),908,DRUM,0.3076923076923077,0.7,0.09090909090909091,0.5454545454545454,3.0,0.7,0.5,2.3,1.2,0.0,0.9344055944055943
862,SUGAR,942,HONEY,0.6923076923076923,1.1,2.5454545454545454,2.3636363636363638,2.9,1.4,0.5,2.9,2.0,1.9,1.8301398601398602
1895,CLOTHES,1616,CLOTH,1.7692307692307692,1.4,1.4545454545454546,2.3636363636363638,1.3,1.7,1.1,2.3,2.2,1.0,1.6587412587412587
819,STOMACH,1681,WAIST,1.9230769230769231,0.5,2.090909090909091,2.6363636363636362,2.1,1.3,0.2,0.2,3.0,2.7,1.665034965034965
2941,HAPPINESS,720,GOOD LUCK,0.38461538461538464,3.0,0.8181818181818182,0.9090909090909091,2.6,0.7,4.1,2.6,4.6,0.5,2.021188811188811
849,SPRING (OF WATER),1465,BOX,0.0,0.0,0.0,0.09090909090909091,0.4,0.2,0.0,0.0,0.0,0.0,0.06909090909090909
1208,CAT,1386,LION,1.7692307692307692,0.6,0.9090909090909091,1.6363636363636365,3.4,1.2,2.6,2.9,1.8,2.4,1.9214685314685316
2580,HELICOPTER,1597,AIRPLANE,1.6153846153846154,1.5,2.5454545454545454,2.272727272727273,4.6,0.9,1.6,3.3,2.0,1.9,2.2233566433566434
1248,EYE,1651,TEAR (OF EYE),0.15384615384615385,1.0,0.45454545454545453,0.6363636363636364,3.1,1.0,0.6,1.8,1.4,0.9,1.1044755244755244
1673,ARM,799,WRIST,1.2307692307692308,1.3,0.09090909090909091,0.7272727272727273,3.9,1.0,1.0,2.5,2.2,2.2,1.6148951048951048
3231,DEITY,53,SPIRIT,2.3076923076923075,2.1,0.0,0.0,2.5,1.5,2.1,3.0,0.8,2.2,1.650769230769231
1668,GRIEF,1776,SHAME,1.0769230769230769,0.7,1.0,2.3636363636363638,0.6,0.8,0.5,2.4,1.2,1.4,1.204055944055944
506,MAIZE,506,MAIZE,5.3076923076923075,3.5,5.909090909090909,6.0,4.0,3.4,0.9,3.0,1.8,5.1,3.8916783216783215
1471,WINTER,1342,SUMMER,0.38461538461538464,0.5,0.09090909090909091,0.18181818181818182,2.6,0.6,0.7,2.7,1.1,1.1,0.9957342657342657
1566,GUN,729,DAWN,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.04
2406,HOME,2955,STATE (POLITICS),0.5384615384615384,0.5,0.0,0.09090909090909091,1.4,0.2,0.0,0.1,0.6,0.1,0.3529370629370629
1450,ROOM,3396,BUILDING,0.6153846153846154,0.8,0.18181818181818182,0.2727272727272727,1.7,0.8,0.9,1.6,1.7,1.3,0.9869930069930071
1534,FEVER,1986,DISEASE,2.5384615384615383,1.3,2.272727272727273,2.3636363636363638,4.4,2.1,1.4,3.5,2.2,2.6,2.4674825174825177
962,WOMAN,580,FUR,0.0,0.4,0.0,0.0,0.3,0.3,0.0,0.5,0.4,0.0,0.19
1639,BEER,731,BEVERAGE,1.6923076923076923,2.3,2.5454545454545454,2.272727272727273,4.7,1.9,3.0,3.7,1.7,2.7,2.651048951048951
1567,DOOR,1632,FLOOR,0.07692307692307693,0.6,0.0,0.36363636363636365,0.5,0.9,0.4,0.7,1.2,0.9,0.5640559440559441
1320,APPLE,3091,LEMON,0.3076923076923077,0.7,0.18181818181818182,0.6363636363636364,2.1,0.5,0.4,2.5,1.1,1.6,1.0025874125874126
769,ROOF,1632,FLOOR,0.3076923076923077,0.6,0.09090909090909091,0.2727272727272727,2.2,1.0,0.6,1.9,1.0,0.9,0.8871328671328671
1318,CHICKEN,926,RICE,0.07692307692307693,0.6,0.0,0.45454545454545453,1.2,0.5,0.1,1.4,0.8,0.6,0.5731468531468531
1004,MUSCLE,1205,TONGUE,1.6153846153846154,0.8,0.8181818181818182,0.2727272727272727,2.8,2.0,1.3,3.4,0.8,1.8,1.5606293706293708
1252,HOUSE,1472,KEY,0.23076923076923078,0.8,0.0,0.36363636363636365,2.0,0.6,0.2,1.5,1.0,0.4,0.7094405594405594
1004,MUSCLE,1394,BONE,0.15384615384615385,0.6,0.36363636363636365,0.36363636363636365,2.4,0.5,0.1,2.3,1.5,0.9,0.918111888111888
1251,BELLY,2114,BELLY OR STOMACH,3.6923076923076925,5.0,2.909090909090909,2.272727272727273,4.1,4.3,2.5,5.2,2.1,5.4,3.7474125874125876
1233,NIGHT,729,DAWN,0.38461538461538464,0.7,0.09090909090909091,0.45454545454545453,2.2,0.4,0.0,2.5,1.7,1.2,0.9630069930069929
658,RAIN (PRECIPITATION),609,HAIL,1.8461538461538463,1.2,1.4545454545454546,0.8181818181818182,3.2,1.3,1.0,3.6,2.4,2.8,1.961888111888112
2295,SUNSET,362,STRING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01
1663,BED,616,HOSPITAL,0.0,1.0,0.45454545454545453,0.2727272727272727,2.1,0.7,0.3,1.6,1.2,0.2,0.7827272727272727
1111,CAR,1011,BRIDGE,0.0,0.4,0.18181818181818182,0.2727272727272727,0.7,0.2,0.0,0.6,0.6,0.3,0.32545454545454544
1476,CHAIR,2058,STOOL,2.769230769230769,2.9,5.545454545454546,4.363636363636363,5.2,3.2,3.1,4.2,4.0,4.3,3.957832167832168
1629,EVENING,2297,DUSK,4.076923076923077,3.1,4.909090909090909,4.818181818181818,4.2,2.6,4.6,4.6,4.0,3.6,4.050419580419581
784,SNOW,952,WEATHER,0.9230769230769231,1.1,1.7272727272727273,0.45454545454545453,2.2,0.9,0.3,2.1,1.4,0.8,1.1904895104895106
933,WALL (OF HOUSE),1938,FORTRESS,0.23076923076923078,0.6,0.5454545454545454,0.2727272727272727,0.9,0.5,0.0,1.4,1.6,0.5,0.6548951048951049
1943,CROWN (OF HEAD),1472,KEY,0.0,0.0,0.0,0.09090909090909091,0.3,0.2,0.1,0.1,0.9,0.0,0.1690909090909091
1096,SONG,2060,STORY,0.3076923076923077,0.3,0.45454545454545453,0.2727272727272727,0.9,0.4,0.8,2.0,2.8,0.5,0.8734965034965034
1297,LEG,1673,ARM,0.6153846153846154,0.6,0.45454545454545453,0.36363636363636365,3.3,0.6,0.7,2.9,1.6,1.4,1.2533566433566432
948,WATER,617,ICE,1.8461538461538463,2.3,2.1818181818181817,2.1818181818181817,3.0,0.8,1.0,3.9,2.3,2.3,2.180979020979021
1375,WINDOW,769,ROOF,0.23076923076923078,0.9,0.18181818181818182,0.6363636363636364,0.8,0.4,0.3,1.8,1.1,0.9,0.7248951048951049
962,WOMAN,1199,WIFE,0.9230769230769231,2.0,3.090909090909091,2.272727272727273,3.6,2.9,2.2,4.6,3.7,2.8,2.8086713286713287
1217,FATHER,1357,DAUGHTER,0.15384615384615385,0.9,0.18181818181818182,0.6363636363636364,3.0,0.5,0.4,2.2,1.1,1.1,1.0172027972027973
1554,MAN,2099,CHILD,0.15384615384615385,0.7,2.3636363636363638,1.8181818181818181,1.9,0.8,0.1,2.5,1.2,1.1,1.2635664335664336
1833,DINNER (SUPPER),1526,MEAL,2.3076923076923075,3.2,3.3636363636363638,2.909090909090909,4.2,3.7,4.5,4.9,3.3,3.5,3.5880419580419582
1595,SOUTH,1598,NORTH,0.6153846153846154,0.4,0.18181818181818182,1.2727272727272727,2.5,0.5,0.2,2.6,1.2,1.2,1.066993006993007
963,BOOK,2060,STORY,1.6153846153846154,1.1,2.5454545454545454,3.0,3.2,1.0,2.5,3.0,2.0,1.6,2.156083916083916
1673,ARM,1333,NECK,0.07692307692307693,0.6,0.18181818181818182,0.5454545454545454,2.3,0.5,0.4,2.1,0.9,1.1,0.8704195804195803
1566,GUN,580,FUR,0.0,0.1,0.0,0.09090909090909091,0.4,0.1,0.0,0.1,0.6,0.0,0.1390909090909091
2023,CROWD,1966,BUNCH,2.5384615384615383,3.0,0.0,0.0,1.6,0.8,3.1,4.5,3.2,0.1,1.8838461538461537
1489,CLOUD,952,WEATHER,0.8461538461538461,0.8,2.1818181818181817,0.6363636363636364,2.1,0.7,0.8,2.5,1.5,1.1,1.3164335664335665
992,CLIFF,1220,TAIL,0.0,3.5,0.0,0.09090909090909091,0.8,0.0,0.0,0.1,0.0,0.0,0.4490909090909091
1480,BODY,805,SPINE,0.38461538461538464,1.3,1.3636363636363635,0.5454545454545454,2.9,0.6,0.8,2.2,1.6,1.2,1.2893706293706293
1016,DRIZZLE,658,RAIN (PRECIPITATION),3.230769230769231,4.3,3.3636363636363638,4.2727272727272725,3.3,4.4,3.6,4.7,4.0,4.1,3.9267132867132863
784,SNOW,858,STORM,1.3846153846153846,1.0,0.8181818181818182,0.7272727272727273,3.1,1.1,0.9,2.9,1.6,1.0,1.4530069930069929
1320,APPLE,1499,JUICE,0.7692307692307693,1.0,1.4545454545454546,0.7272727272727273,2.4,1.0,0.6,2.3,1.7,0.7,1.265104895104895
795,TROUT,3090,GUITAR,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.02
1562,MIND,1583,BRAIN,3.230769230769231,2.4,4.454545454545454,4.545454545454546,5.3,3.7,3.6,3.9,1.7,1.5,3.4330769230769227
1217,FATHER,1262,BROTHER,0.38461538461538464,0.8,0.2727272727272727,1.5454545454545454,3.3,0.4,0.4,2.5,1.4,1.6,1.2602797202797202
1272,AUNT,1063,NEPHEW,0.23076923076923078,0.8,0.2727272727272727,1.1818181818181819,2.8,0.6,0.9,2.5,1.2,0.8,1.1285314685314685
665,BEE,587,ANT,0.6153846153846154,0.4,0.45454545454545453,1.6363636363636365,3.0,0.8,0.7,2.3,1.1,1.5,1.2506293706293705
1554,MAN,3608,WARRIOR,0.5384615384615384,1.4,0.5454545454545454,1.0,2.4,0.9,1.3,2.3,1.8,1.3,1.3483916083916083
60,OAT,212,FIELD,0.0,1.0,0.45454545454545453,0.8181818181818182,1.7,0.7,1.2,1.9,1.6,0.7,1.0072727272727273
488,MANNER,488,MANNER,3.230769230769231,3.7,4.2727272727272725,4.454545454545454,5.4,1.7,2.1,5.8,0.6,2.6,3.385804195804196
1245,BUTTER,593,POTATO,0.23076923076923078,0.6,0.2727272727272727,0.09090909090909091,1.0,0.7,0.4,1.7,1.0,0.8,0.6794405594405595
1906,SOUR,831,BASE,0.5384615384615384,0.1,0.2727272727272727,1.6363636363636365,1.7,1.0,0.0,2.3,1.0,0.0,0.8547552447552448
620,INSECT,665,BEE,1.8461538461538463,2.0,3.0,3.4545454545454546,3.6,2.9,2.8,3.6,2.8,2.9,2.89006993006993
615,HORSE,1169,OX,0.6923076923076923,0.7,0.45454545454545453,1.8181818181818181,3.2,1.4,1.6,2.4,1.3,1.7,1.5265034965034965
965,WORLD,2588,GLOBE,4.0,2.0,2.1818181818181817,4.090909090909091,3.4,3.0,4.5,4.8,3.5,4.1,3.557272727272727
1673,ARM,1394,BONE,0.23076923076923078,0.9,0.45454545454545453,0.36363636363636365,3.2,0.9,0.9,2.2,1.3,1.4,1.1848951048951049
730,SNAKE,632,LIZARD,1.3846153846153846,1.0,0.9090909090909091,0.8181818181818182,3.4,1.2,0.6,3.2,2.0,2.4,1.6911888111888111
634,MEAT,1368,BREAD,0.07692307692307693,0.4,0.18181818181818182,0.36363636363636365,2.8,0.5,0.0,1.9,0.7,0.9,0.7822377622377622
3460,BEACH,1474,SEA,0.9230769230769231,1.2,2.5454545454545454,2.4545454545454546,3.9,3.4,0.6,3.5,1.9,1.0,2.1423076923076922
1844,BOAT,906,TREE,0.0,0.6,0.0,0.09090909090909091,1.0,0.3,0.2,0.4,0.0,0.5,0.3090909090909091
2765,CHERRY,3138,STRAWBERRY,0.7692307692307693,0.8,1.4545454545454546,2.6363636363636362,3.3,1.3,2.3,2.9,1.2,1.5,1.8160139860139861
1394,BONE,1371,KNEE,0.38461538461538464,1.2,1.3636363636363635,0.9090909090909091,3.4,0.9,1.4,2.7,1.1,1.3,1.4657342657342656
1375,WINDOW,1567,DOOR,0.38461538461538464,0.6,0.45454545454545453,0.7272727272727273,3.0,0.9,1.0,2.6,1.2,1.3,1.2166433566433565
1673,ARM,1480,BODY,0.3076923076923077,1.1,0.45454545454545453,0.8181818181818182,2.9,1.1,1.5,2.4,1.0,1.3,1.288041958041958
1471,WINTER,691,SEASON,1.6153846153846154,1.7,2.272727272727273,2.3636363636363638,4.0,2.9,3.6,3.6,2.9,1.5,2.6451748251748253
1472,KEY,1596,LOCK,0.38461538461538464,0.9,0.8181818181818182,1.0,3.4,2.4,0.4,2.7,1.5,0.9,1.4402797202797202
1508,KING,3405,RULER,3.1538461538461537,4.0,5.0,4.363636363636363,4.4,0.9,5.5,4.9,4.5,4.0,4.071748251748252
3282,GROOM,1266,BRIDE,1.3846153846153846,1.0,0.5454545454545454,2.5454545454545454,3.8,3.2,1.0,4.0,1.0,1.1,1.9575524475524475
1333,NECK,805,SPINE,1.5384615384615385,1.5,0.45454545454545453,2.3636363636363638,3.5,0.5,0.5,2.7,1.6,1.2,1.5856643356643356
2407,BIRTHDAY,1226,YEAR,0.5384615384615384,1.4,0.7272727272727273,0.9090909090909091,2.7,1.5,0.7,2.7,1.1,0.8,1.3074825174825175
1480,BODY,1482,SHOULDER,0.38461538461538464,1.4,0.7272727272727273,0.7272727272727273,2.8,1.0,1.0,2.2,1.0,1.2,1.2439160839160839
1489,CLOUD,858,STORM,0.5384615384615384,1.2,0.8181818181818182,1.6363636363636365,2.7,1.1,0.8,2.1,1.3,0.9,1.3093006993006993
640,MUD,25,DIRT,3.6923076923076925,4.8,5.090909090909091,5.7272727272727275,3.9,2.3,0.7,3.4,2.4,2.4,3.441048951048951
1391,TOWN,2547,CITY,3.1538461538461537,3.4,3.8181818181818183,3.3636363636363638,4.8,2.9,3.9,5.3,1.8,3.7,3.613566433566434
1554,MAN,1327,UNCLE,0.6923076923076923,2.1,2.272727272727273,2.272727272727273,2.8,2.3,1.7,2.6,2.1,3.0,2.1837762237762237
1366,BOY,1941,SOLDIER,0.07692307692307693,1.0,2.272727272727273,1.0909090909090908,1.5,0.4,0.0,1.8,0.8,1.2,1.014055944055944
1322,BREAKFAST,1833,DINNER (SUPPER),0.38461538461538464,0.7,0.7272727272727273,1.9090909090909092,3.1,0.7,0.2,2.8,1.2,1.6,1.332097902097902
1844,BOAT,1111,CAR,0.5384615384615384,0.6,0.36363636363636365,0.45454545454545453,2.8,0.6,0.6,2.1,0.8,0.9,0.9756643356643357
113,SHORE,1525,COAST,3.8461538461538463,3.6,2.8181818181818183,3.090909090909091,3.9,4.7,4.8,4.9,3.5,5.1,4.025524475524476
1526,MEAL,1681,WAIST,0.0,0.0,0.0,0.0,0.6,0.5,0.1,0.3,0.3,0.1,0.19
1810,DANGER,1986,DISEASE,0.3076923076923077,0.6,0.45454545454545453,0.7272727272727273,2.9,0.8,0.3,1.4,0.7,0.3,0.848951048951049
1491,MOUSE,1208,CAT,0.3076923076923077,0.6,0.2727272727272727,0.2727272727272727,2.7,0.5,0.3,2.2,0.7,1.4,0.9253146853146854
1357,DAUGHTER,2099,CHILD,1.0,1.3,2.909090909090909,1.9090909090909092,2.1,0.4,2.4,2.1,1.0,2.1,1.721818181818182
1763,CLUB,1720,SIGN,0.0,0.0,0.0,0.09090909090909091,0.3,0.9,0.0,0.5,0.7,0.1,0.2590909090909091
2009,DOG,615,HORSE,0.15384615384615385,0.3,0.8181818181818182,1.4545454545454546,2.6,0.5,0.6,2.1,0.9,1.6,1.1026573426573427
815,GOVERNMENT,632,LIZARD,0.0,0.0,0.0,0.09090909090909091,0.2,0.0,0.0,0.0,0.0,0.0,0.02909090909090909
1343,SUN,1732,SKY,0.6153846153846154,1.0,0.9090909090909091,0.9090909090909091,2.3,1.0,1.3,2.4,1.5,1.0,1.2933566433566432
1673,ARM,1371,KNEE,0.07692307692307693,0.7,0.36363636363636365,0.36363636363636365,2.4,0.5,0.6,2.2,1.0,1.3,0.9504195804195804
803,ANKLE,1375,WINDOW,0.0,0.0,0.0,0.18181818181818182,0.2,0.1,0.0,0.0,0.0,0.0,0.04818181818181818
819,STOMACH,1924,VEIN,0.0,0.6,0.2727272727272727,0.2727272727272727,2.0,0.4,0.3,1.3,0.3,1.0,0.6445454545454545
1753,TOP,682,SIDE,0.3076923076923077,0.4,0.2727272727272727,0.45454545454545453,2.3,1.2,0.3,2.1,0.9,0.5,0.8734965034965034
1111,CAR,2620,CARRIAGE,2.5384615384615383,0.9,1.9090909090909092,1.1818181818181819,3.7,4.9,2.6,4.3,1.5,1.4,2.492937062937063
2606,COMPASS,1290,ELEPHANT,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.1,0.0,0.0,1.1,0.1,0.1481818181818182
3102,TANK,1111,CAR,0.6153846153846154,1.4,0.6363636363636364,0.7272727272727273,0.9,0.6,0.4,1.4,1.0,0.9,0.8579020979020979
1010,BOUNDARY,2546,BORDER,4.846153846153846,4.4,3.1818181818181817,3.727272727272727,4.1,5.1,3.4,5.6,3.4,3.0,4.0755244755244755
1803,WOOD,806,BLANKET,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.1,0.0,0.06
1490,RAT,1491,MOUSE,2.6153846153846154,2.0,5.636363636363637,4.818181818181818,4.4,4.4,1.3,4.4,2.2,3.0,3.476993006993007
1639,BEER,404,ALCOHOL (FERMENTED DRINK),1.6923076923076923,2.2,5.181818181818182,4.090909090909091,4.8,2.5,3.6,3.7,2.7,2.8,3.3265034965034963
1301,FOOT,1256,HEAD,0.07692307692307693,0.6,0.18181818181818182,0.2727272727272727,1.8,0.5,0.3,2.2,0.9,1.2,0.8031468531468532
981,ELBOW,803,ANKLE,0.38461538461538464,0.5,0.5454545454545454,0.6363636363636364,2.6,0.4,0.8,2.8,1.2,1.4,1.1266433566433567
1480,BODY,2626,NERVE,0.0,0.6,1.8181818181818181,0.5454545454545454,2.8,0.5,0.4,1.6,0.7,1.0,0.9963636363636363
671,SAND,1301,FOOT,0.0,0.0,0.09090909090909091,0.09090909090909091,0.9,0.4,0.0,0.6,0.1,0.0,0.21818181818181817
1366,BOY,1620,SON,1.3846153846153846,2.0,3.0,2.727272727272727,3.0,3.1,2.4,4.5,2.8,4.1,2.901188811188811
2295,SUNSET,2296,SUNRISE,0.5384615384615384,0.6,0.5454545454545454,0.6363636363636364,2.8,0.6,0.3,2.9,1.1,1.2,1.122027972027972
1389,TOE,1303,FINGER,0.9230769230769231,6.0,0.2727272727272727,0.6363636363636364,2.9,4.9,4.5,3.9,1.3,1.9,2.7232167832167833
2626,NERVE,1583,BRAIN,0.5384615384615384,1.0,1.8181818181818181,1.0909090909090908,3.0,1.0,0.7,2.2,1.8,1.9,1.5047552447552448
1368,BREAD,1569,CHEESE,0.15384615384615385,0.4,0.2727272727272727,0.5454545454545454,2.3,0.4,0.1,2.2,1.3,1.3,0.8972027972027972
1499,JUICE,1378,SPOON,0.0,0.3,0.0,0.36363636363636365,0.5,0.2,0.0,1.0,0.6,0.2,0.31636363636363635
122,CART,2620,CARRIAGE,2.923076923076923,0.9,3.6363636363636362,4.090909090909091,2.9,2.5,0.4,5.2,2.1,4.5,2.915034965034965
1038,TEACHER,753,PUPIL (STUDENT),0.3076923076923077,0.9,0.45454545454545453,0.9090909090909091,3.2,0.6,0.2,2.6,1.3,1.1,1.1571328671328671
619,ANIMAL,683,PERSON,0.6153846153846154,0.8,2.0,0.36363636363636365,1.5,0.4,0.0,1.5,1.5,0.4,0.907902097902098
1732,SKY,2374,DREAM,0.15384615384615385,0.4,0.18181818181818182,0.0,1.3,0.5,0.0,0.8,0.8,0.1,0.42356643356643364
1524,WINE,842,LIQUOR,1.3076923076923077,2.5,4.0,3.1818181818181817,4.5,0.2,3.6,2.8,2.1,2.6,2.678951048951049
3380,HUNTING DOG,1312,FOX,0.7692307692307693,0.3,0.7272727272727273,1.2727272727272727,3.1,1.2,0.2,2.3,1.0,1.5,1.236923076923077
1394,BONE,1333,NECK,0.23076923076923078,0.4,0.2727272727272727,0.45454545454545453,2.8,0.4,0.4,2.0,0.8,1.4,0.9158041958041958
1896,FINGERNAIL OR TOENAIL,1277,HAND,0.38461538461538464,1.3,0.5454545454545454,0.8181818181818182,2.3,1.2,0.0,2.7,1.1,1.6,1.1948251748251748
1325,FRIEND,1216,MOTHER,1.2307692307692308,0.9,0.2727272727272727,0.36363636363636365,1.7,0.3,0.5,1.7,1.9,1.1,0.9967132867132866
1368,BREAD,1594,FLOUR,0.6923076923076923,1.3,1.7272727272727273,0.6363636363636364,3.5,1.1,0.6,2.6,1.2,1.4,1.4755944055944057
2549,VEHICLE,1070,BUS,1.9230769230769231,1.9,3.0,2.1818181818181817,4.4,2.5,3.4,4.0,2.3,3.0,2.8604895104895105
946,BLOOD,1480,BODY,0.3076923076923077,0.9,0.9090909090909091,0.7272727272727273,2.6,0.5,0.5,2.4,1.3,0.9,1.1044055944055944
1199,WIFE,1200,HUSBAND,1.5384615384615385,0.7,0.2727272727272727,2.1818181818181817,4.1,1.5,0.7,3.7,3.4,1.3,1.9393006993006991
674,MOUTH,478,LIP,1.5384615384615385,1.3,2.4545454545454546,3.6363636363636362,3.7,2.3,3.8,4.1,2.3,2.0,2.712937062937063
2819,GRASSLAND,2819,GRASSLAND,2.3846153846153846,2.3,3.8181818181818183,4.2727272727272725,3.5,4.6,3.9,4.5,4.6,3.8,3.767552447552448
2099,CHILD,3635,ADULT,0.38461538461538464,0.8,0.5454545454545454,0.5454545454545454,1.7,0.5,0.0,2.4,1.0,1.0,0.8875524475524476
2351,SILKWORM,2247,CATERPILLAR,1.7692307692307692,2.8,2.0,2.5454545454545454,4.7,3.1,2.9,3.6,2.6,3.6,2.9614685314685314
946,BLOOD,2259,FLESH,1.1538461538461537,1.2,0.36363636363636365,0.36363636363636365,2.7,0.6,0.6,3.4,1.0,0.9,1.228111888111888
3703,STICKY,1230,DIRTY,1.0,1.8,0.6363636363636364,0.5454545454545454,0.6,1.6,1.7,2.5,2.0,2.8,1.518181818181818
1518,STUPID,1492,DUMB,5.384615384615385,3.4,5.818181818181818,5.2727272727272725,4.9,4.9,5.5,6.0,5.0,5.2,5.137552447552448
584,DIFFICULT,584,DIFFICULT,5.846153846153846,4.3,4.454545454545454,5.545454545454546,5.2,2.8,2.9,6.0,4.5,2.4,4.394615384615385
1682,GUILTY,1894,ASHAMED,3.923076923076923,2.5,4.363636363636363,4.2727272727272725,0.8,1.8,0.3,3.0,2.0,0.9,2.385944055944056
1203,LONG,1267,NARROW,0.3076923076923077,0.3,0.2727272727272727,0.6363636363636364,0.9,0.3,0.2,1.7,0.9,0.7,0.6216783216783217
1492,DUMB,209,RARE,0.0,0.0,0.0,0.2727272727272727,0.3,0.2,0.0,0.3,0.0,0.0,0.10727272727272727
2530,SMART,1492,DUMB,0.07692307692307693,0.3,0.09090909090909091,0.09090909090909091,1.3,0.2,0.0,1.7,0.7,0.4,0.4858741258741259
1229,OLD,1231,NEW,0.07692307692307693,0.2,0.2727272727272727,0.18181818181818182,1.7,0.2,0.0,1.7,0.7,0.4,0.5431468531468531
1757,TIRED,1533,BE HUNGRY,0.23076923076923078,0.5,0.45454545454545453,0.5454545454545454,1.7,1.0,0.3,2.1,0.9,0.3,0.803076923076923
686,EASY,584,DIFFICULT,0.07692307692307693,0.2,0.18181818181818182,0.36363636363636365,1.6,0.2,0.0,1.7,0.6,0.4,0.5322377622377623
269,COOKED,3362,BOILED WATER,2.5384615384615383,2.6,2.5454545454545454,0.7272727272727273,3.3,4.6,3.8,3.9,0.8,3.6,2.8411188811188812
1243,WIDE,1267,NARROW,0.07692307692307693,0.1,0.2727272727272727,0.18181818181818182,1.7,0.2,0.0,1.8,0.5,0.4,0.5231468531468532
1533,BE HUNGRY,847,THIRSTY,0.8461538461538461,1.1,1.8181818181818181,2.090909090909091,2.8,1.2,1.0,4.1,2.0,1.1,1.8055244755244755
69,SOBER,1463,DRUNK,0.07692307692307693,0.1,0.18181818181818182,0.18181818181818182,0.5,0.2,0.0,1.8,0.6,0.4,0.404055944055944
2755,BUSY,1564,LAZY,0.0,0.1,0.09090909090909091,0.18181818181818182,0.9,0.3,0.0,0.9,0.3,0.3,0.30727272727272725
487,SHY,3033,SCARED,1.3846153846153846,0.5,0.9090909090909091,2.4545454545454546,1.3,2.3,2.0,2.2,1.7,0.9,1.564825174825175
686,EASY,1202,BIG,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.2,0.0,0.11000000000000001
1404,STRAIGHT,1698,CURVED,0.15384615384615385,0.1,0.18181818181818182,0.2727272727272727,1.9,0.3,0.0,1.6,0.6,0.5,0.5608391608391609
3703,STICKY,1726,WET,0.5384615384615384,0.8,2.0,1.5454545454545454,2.1,0.8,0.6,1.9,1.8,1.0,1.3083916083916083
1645,SHORT,1203,LONG,0.07692307692307693,0.1,0.18181818181818182,0.2727272727272727,1.8,0.2,0.0,1.8,0.5,0.4,0.5331468531468532
1267,NARROW,2531,BROAD,0.07692307692307693,0.1,0.18181818181818182,0.2727272727272727,1.7,0.2,0.0,1.1,0.3,0.3,0.4231468531468532
905,BORING,1757,TIRED,0.3076923076923077,0.5,0.18181818181818182,0.09090909090909091,0.7,1.5,0.3,1.6,1.5,0.9,0.7580419580419581
1492,DUMB,1310,CLEVER,0.07692307692307693,0.1,0.18181818181818182,0.5454545454545454,1.3,0.2,0.0,1.5,0.5,0.4,0.48041958041958044
1202,BIG,1210,HEAVY,2.230769230769231,1.7,0.45454545454545453,0.6363636363636364,2.9,0.8,1.2,3.9,2.1,1.2,1.712167832167832
1202,BIG,1202,BIG,5.923076923076923,5.3,3.8181818181818183,3.1818181818181817,4.4,2.7,5.4,3.8,4.2,5.8,4.452307692307692
156,RED,837,BLUE,0.6153846153846154,0.1,0.18181818181818182,0.18181818181818182,3.0,0.5,0.0,2.3,0.5,1.2,0.8579020979020979
1492,DUMB,2530,SMART,0.07692307692307693,0.1,0.18181818181818182,0.5454545454545454,1.1,0.6,0.0,1.7,0.7,0.4,0.5404195804195804
1674,POOR,174,PROUD,0.0,0.1,0.09090909090909091,0.0,0.6,0.2,0.2,0.6,0.6,0.0,0.23909090909090908
487,SHY,1426,EXPENSIVE,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.1,0.0,0.11000000000000001
1847,SICK,1899,MAD,0.3076923076923077,1.5,0.9090909090909091,0.09090909090909091,2.2,1.4,2.2,4.9,1.3,1.6,1.6407692307692308
1120,HONEST,1682,GUILTY,0.0,0.0,0.09090909090909091,0.2727272727272727,1.1,0.1,0.0,1.2,0.8,0.1,0.36636363636363634
1292,BAD,1682,GUILTY,1.3846153846153846,0.4,0.09090909090909091,0.5454545454545454,2.0,1.4,2.0,2.7,1.4,1.0,1.292097902097902
3002,PRECIOUS,1702,HOLY,2.923076923076923,2.3,1.4545454545454546,1.1818181818181819,2.9,2.0,0.9,4.5,2.5,2.6,2.325944055944056
3002,PRECIOUS,1564,LAZY,0.0,0.0,0.09090909090909091,0.09090909090909091,0.3,0.0,0.0,0.2,0.3,0.0,0.09818181818181818
1202,BIG,2531,BROAD,2.6153846153846154,1.4,3.272727272727273,2.909090909090909,3.8,1.9,2.1,3.6,4.2,4.3,3.0097202797202796
1698,CURVED,297,CROOKED,2.0,5.0,3.4545454545454546,3.4545454545454546,4.6,3.5,4.9,6.0,4.5,2.1,3.9509090909090907
1030,NECESSARY,1285,IMPORTANT,4.0,3.5,3.8181818181818183,3.1818181818181817,5.1,3.5,4.2,4.7,4.9,4.7,4.16
785,STRONG,174,PROUD,0.6153846153846154,1.0,0.5454545454545454,0.36363636363636365,2.2,1.0,0.8,1.8,0.8,0.6,0.9724475524475524
